  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
25497   Insignia   2017   11500Manual       30740Diesel   150   65.7     0vauxhall    6
25498   Insignia   2016   10500Manual       36283Diesel    30   65.7   1.6vauxhall    7
25499   Insignia   2018   14100Manual       26640Diesel   145   65.7   1.6vauxhall    5
25500   Insignia   2016   10000Manual       46563Diesel    30   62.8     2vauxhall    7
25501   Insignia   2010    4999Manual       49600Petrol   265   37.2   1.8vauxhall   13
25502   Insignia   2015    8999Automatic    55221Diesel   150   53.3     2vauxhall    8
25503   Insignia   2017   13200Manual       20896Petrol   145   47.1   1.5vauxhall    6
25504   Insignia   2019   19299Automatic    18500Diesel   145   42.2     2vauxhall    4
25505   Insignia   2018   19999Manual        6000Diesel   145   53.3     2vauxhall    5
25506   Insignia   2016    8450Manual       32706Petrol   145   50.4   1.4vauxhall    7
25507   Insignia   2016    9800Manual       29036Petrol   125   50.4   1.4vauxhall    7
25508   Insignia   2016    8700Manual       38630Diesel    20   68.9   1.6vauxhall    7
25509   Insignia   2019   18000Manual       11840Diesel   145   54.3     2vauxhall    4
25510   Insignia   2019   25999Automatic     2543Diesel   145   40.4     2vauxhall    4
25511   Insignia   2012    4495Automatic   101000Diesel   160   49.6     2vauxhall   11
25512   Insignia   2018   12650Manual       35897Petrol   145   50.4   1.5vauxhall    5
25513   Insignia   2015    6795Manual       63600Diesel    30   65.7     2vauxhall    8
25514   Insignia   2015    9600Manual       23153Diesel    20   72.4   1.6vauxhall    8
25515   Insignia   2017    9989Manual       17750Petrol   125   50.4   1.4vauxhall    6
25516   Insignia   2016    8295Manual       31800Diesel     0   74.3   1.6vauxhall    7
25517   Insignia   2018   12695Manual       24452Diesel   150   70.6   1.6vauxhall    5
25518   Insignia   2014    7995Manual       39856Diesel   165   50.4     2vauxhall    9
25519   Insignia   2016    8699Manual       36770Diesel    20   72.4   1.6vauxhall    7
25520   Insignia   2016    7499Manual       71305Diesel     0   74.3   1.6vauxhall    7
25521   Insignia   2015    7295Manual       85236Diesel    20   68.9   1.6vauxhall    8
25522   Insignia   2015    8799Automatic    39074Diesel   160   52.3     2vauxhall    8
25523   Insignia   2016    7999Manual       77214Diesel    20   68.9   1.6vauxhall    7
25524   Insignia   2014    5999Manual       63096Petrol   200   40.4   1.8vauxhall    9
25525   Insignia   2012    9999Manual       48490Petrol   555   25.9   2.8vauxhall   11
25526   Insignia   2016    9649Manual       29672Diesel    20   72.4   1.6vauxhall    7
25527   Insignia   2016    8449Manual       39967Diesel    20   72.4   1.6vauxhall    7
25528   Insignia   2016    8699Manual       41252Diesel    20   72.4   1.6vauxhall    7
25529   Insignia   2015    6999Manual       60632Diesel     0   74.3   1.6vauxhall    8
25530   Insignia   2016    9098Manual       51159Diesel    20   68.9   1.6vauxhall    7
25531   Insignia   2015    5999Manual       82632Diesel     0   74.3   1.6vauxhall    8
25532   Insignia   2013    6799Automatic    46002Diesel   160   49.6     2vauxhall   10
25533   Insignia   2016    8413Manual       25748Diesel     0   74.3   1.6vauxhall    7
25534   Insignia   2016   10000Manual       19380Petrol   125   50.4   1.4vauxhall    7
25535   Insignia   2017    7250Manual       65898Diesel    20   72.4   1.6vauxhall    6
25536   Insignia   2016    7990Manual       88000Diesel    20   72.4   1.6vauxhall    7
25537   Insignia   2012    3999Manual      103355Diesel    30   65.7     2vauxhall   11
25538   Insignia   2016    9499Manual       39408Diesel    20   68.9   1.6vauxhall    7
25539   Insignia   2018   16000Manual        6398Petrol   145   47.1   1.5vauxhall    5
25540   Insignia   2013    2950Manual      101154Petrol   235   39.2   1.8vauxhall   10
25541   Insignia   2016    7599Manual       67121Diesel    20   72.4   1.6vauxhall    7
25542   Insignia   2013    5391Manual       79460Petrol   200   40.4   1.8vauxhall   10
25543   Insignia   2010    1799Manual      120000Diesel   205   48.4     2vauxhall   13
25544   Insignia   2015    6500Manual       70880Diesel    20   72.4   1.6vauxhall    8
25545   Insignia   2016    8695Manual       39460Petrol   125   50.4   1.4vauxhall    7
25546   Insignia   2019   19499Manual        1940Diesel   150   49.6     2vauxhall    4
25547   Insignia   2016    6000Manual       85740Diesel    30   65.7     2vauxhall    7
25548   Insignia   2016    6000Manual       97500Diesel     0   74.3   1.6vauxhall    7
25549   Insignia   2016    6500Manual       91430Diesel    20   68.9   1.6vauxhall    7
25550   Insignia   2015    5500Manual       93370Diesel     0   76.3     2vauxhall    8
25551   Insignia   2016    5500Manual      106520Diesel     0   74.3   1.6vauxhall    7
25552   Insignia   2016    6195Manual       92100Diesel     0   74.3   1.6vauxhall    7
25553   Insignia   2014    5995Manual       79000Diesel    20   72.4     2vauxhall    9
25554   Insignia   2009    2175Automatic   136000Diesel   265   41.5     2vauxhall   14
25555   Insignia   2016    7695Manual       44420Diesel     0   74.3   1.6vauxhall    7
25556   Insignia   2017    8590Manual       50537Diesel   145   68.9   1.6vauxhall    6
25557   Insignia   2018   18990Manual        8100Diesel   145   49.6     2vauxhall    5
25558   Insignia   2017    7999Manual       50500Diesel   145   68.9   1.6vauxhall    6
25559   Insignia   2009    2495Manual      116000Diesel   200   47.1     2vauxhall   14

25560   Insignia   2017   13499Manual       12148Petrol   145   47.1   1.5vauxhall    6
25561   Insignia   2017    8499Manual       34147Diesel   145   68.9   1.6vauxhall    6
25562   Insignia   2018   14299Manual       15942Petrol   145   47.1   1.5vauxhall    5
25563   Insignia   2016    7599Manual       60228Diesel    20   68.9   1.6vauxhall    7
25564   Insignia   2013    4495Manual       84000Diesel   125   58.9     2vauxhall   10
25565   Insignia   2011    4695Manual       76000Diesel   145   53.3     2vauxhall   12
25566   Insignia   2016    8499Manual       42632Diesel    20   72.4   1.6vauxhall    7
25567   Insignia   2011    8449Manual       63978Petrol   555   26.6   2.8vauxhall   12
25568   Insignia   2016    8399Manual       44519Diesel    20   68.9   1.6vauxhall    7
25569   Insignia   2016    6899Manual       72575Diesel    20   72.4   1.6vauxhall    7
25570   Insignia   2012    4495Manual       85000Diesel    30   65.7     2vauxhall   11
25571   Insignia   2011    3990Automatic    90847Diesel   165   49.6     2vauxhall   12
25572   Insignia   2016    7699Manual       49456Diesel    30   62.8     2vauxhall    7
25573   Insignia   2016    8999Manual       30003Diesel    20   72.4   1.6vauxhall    7
25574   Insignia   2017   16399Manual       39450Petrol   555   26.6   2.8vauxhall    6
25575   Insignia   2013    3495Manual      135000Diesel   120   58.9     2vauxhall   10
25576   Insignia   2018   12500Manual       23149Diesel   145   64.2   1.6vauxhall    5
25577   Insignia   2018   14999Manual        4073Petrol   145   47.1   1.5vauxhall    5
25578   Insignia   2016    6999Manual       75529Diesel    20   72.4   1.6vauxhall    7
25579   Insignia   2016    6799Manual       65015Diesel    20   72.4   1.6vauxhall    7
25580   Insignia   2016    7795Manual       28552Diesel    30   62.8     2vauxhall    7
25581   Insignia   2016    9299Automatic    35088Diesel   125   60.1   1.6vauxhall    7
25582   Insignia   2017   14499Manual       14821Diesel   145   60.1     2vauxhall    6
25583   Insignia   2017   11999Manual       44800Diesel   145   53.3     2vauxhall    6
25584   Insignia   2017   12299Manual       27826Diesel   145   54.3     2vauxhall    6
25585   Insignia   2018   14299Manual       25871Diesel   145   54.3     2vauxhall    5
25586   Insignia   2016    8499Manual       82597Diesel    20   72.4   1.6vauxhall    7
25587   Insignia   2017   10199Manual       51228Diesel   145   65.7   1.6vauxhall    6
25588   Insignia   2013    7699Manual       56266Diesel     0   76.3     2vauxhall   10
25589   Insignia   2016    7299Manual       76735Diesel    20   72.4   1.6vauxhall    7
25590   Insignia   2015    7199Manual       72932Diesel     0   74.3   1.6vauxhall    8
25591   Insignia   2013    6999Automatic    60299Diesel   145   53.3     2vauxhall   10
25592   Insignia   2015    5499Manual       86219Diesel     0   72.4     2vauxhall    8
25593   Insignia   2016    9199Manual       34094Diesel    20   72.4   1.6vauxhall    7
25594   Insignia   2015    5990Manual       58000Diesel     0   76.3     2vauxhall    8
25595   Insignia   2015    6995Manual       49000Diesel     0   76.3     2vauxhall    8
25596   Insignia   2017   11995Manual       33311Diesel   125   60.1     2vauxhall    6
25597   Insignia   2016    7850Manual       52990Diesel    20   68.9   1.6vauxhall    7
25598   Insignia   2016    7250Manual       53626Diesel     0   74.3   1.6vauxhall    7
25599   Insignia   2016    9295Manual       68067Diesel    30   62.8     2vauxhall    7
25600   Insignia   2016    6999Automatic    71103Diesel   125   57.6   1.6vauxhall    7
25601   Insignia   2015    7799Manual       52287Diesel    20   72.4     2vauxhall    8
25602   Insignia   2013    5379Manual       63581Diesel   125   58.9     2vauxhall   10
25603   Insignia   2016    7999Manual       45511Diesel    20   72.4   1.6vauxhall    7
25604   Insignia   2016    8999Manual       55886Diesel    20   68.9   1.6vauxhall    7
25605   Insignia   2015    6499Manual       56054Diesel    30   65.7     2vauxhall    8
25606   Insignia   2016    8349Manual       63898Diesel    20   68.9   1.6vauxhall    7
25607   Insignia   2015    6899Manual       73188Diesel     0   76.3     2vauxhall    8
25608   Insignia   2016    8000Manual       40000Petrol   240   38.6   1.8vauxhall    7
25609   Insignia   2016    8999Manual        8554Petrol   125   50.4   1.4vauxhall    7
25610   Insignia   2017   11678Manual       59951Diesel   145   54.3     2vauxhall    6
25611   Insignia   2017   12495Manual       23000Diesel   145   54.3     2vauxhall    6
25612   Insignia   2017   12995Manual       26000Diesel   145   53.3     2vauxhall    6
25613   Insignia   2017   12695Manual       17000Diesel   145   54.3     2vauxhall    6
25614   Insignia   2017   10495Manual       24000Diesel   145   62.8     2vauxhall    6
25615   Insignia   2013    5895Manual       69000Diesel     0   76.3     2vauxhall   10
25616   Insignia   2013    6490Manual       63000Diesel    30   65.7     2vauxhall   10
25617   Insignia   2011    2995Manual      136000Diesel   135   56.5     2vauxhall   12
25618   Insignia   2015    8995Manual       22898Diesel    30   65.7   1.6vauxhall    8
25619   Insignia   2018   14495Manual       35463Diesel   145   53.3     2vauxhall    5
25620   Insignia   2019   17999Manual       17982Diesel   145   54.3     2vauxhall    4
25621   Insignia   2018   14495Manual       35901Diesel   145   54.3     2vauxhall    5
25622   Insignia   2016    7195Manual       60790Diesel     0   74.3   1.6vauxhall    7
25623   Insignia   2017    7695Manual       51840Diesel     0   74.3   1.6vauxhall    6
25624   Insignia   2018   14299Manual       35597Diesel   145   54.3     2vauxhall    5
25625   Insignia   2011    5995Manual       43000Petrol   260   37.2   1.8vauxhall   12
25626   Insignia   2015    8995Manual       26110Diesel    30   62.8     2vauxhall    8
25627   Insignia   2017    6795Manual      101310Diesel    30   65.7   1.6vauxhall    6
25628   Insignia   2018   15950Manual        5390Petrol   145   47.1   1.5vauxhall    5
25629   Insignia   2011    4295Manual       80701Diesel   160   52.3     2vauxhall   12

25630   Insignia   2018   13690Manual       19230Petrol   145   47.1   1.5vauxhall    5
25631   Insignia   2017    9950Manual       23719Diesel    30   64.2   1.6vauxhall    6
25632   Insignia   2017   14990Manual       17320Diesel   140   54.3     2vauxhall    6
25633   Insignia   2018   13990Manual       30000Diesel   145   65.7   1.6vauxhall    5
25634   Insignia   2018   15990Manual       19144Diesel   145   54.3     2vauxhall    5
25635   Insignia   2017   17490Automatic     7000Diesel   145   49.6     2vauxhall    6
25636   Insignia   2016    9490Manual       43000Diesel    20   72.4   1.6vauxhall    7
25637   Insignia   2018   14499Automatic     7941Diesel   145   55.4   1.6vauxhall    5
25638   Insignia   2018   14000Automatic    34820Diesel   145   55.4   1.6vauxhall    5
25639   Insignia   2018   14499Automatic    41766Diesel   145   49.6     2vauxhall    5
25640   Insignia   2019   16790Manual        9718Diesel   145   64.2   1.6vauxhall    4
25641   Insignia   2018   13499Manual       15698Diesel   145   64.2   1.6vauxhall    5
25642   Insignia   2018   14000Automatic    33681Diesel   145   54.3   1.6vauxhall    5
25643   Insignia   2018   14000Manual       11624Diesel   145   65.7   1.6vauxhall    5
25644   Insignia   2018   14499Automatic    34715Diesel   145   51.4     2vauxhall    5
25645   Insignia   2018   15199Automatic    33894Diesel   145   51.4     2vauxhall    5
25646   Insignia   2018   16999Manual       10112Diesel   145   65.7   1.6vauxhall    5
25647   Insignia   2016   11000Automatic    15000Diesel   125   57.6   1.6vauxhall    7
25648   Insignia   2017   10000Manual       91480Petrol   145   46.3   1.5vauxhall    6
25649   Insignia   2019   21995Manual          23Diesel   145   49.6     2vauxhall    4
25650   Insignia   2014    7250Manual       40063Petrol   125   54.3   1.4vauxhall    9
25651   Insignia   2014    6995Automatic    72193Diesel   150   53.3     2vauxhall    9
25652   Insignia   2014    6995Manual       48236Petrol   200   40.4   1.8vauxhall    9
25653   Insignia   2018   16494Manual       23000Diesel   145   53.3     2vauxhall    5
25654   Insignia   2016    8295Manual       39407Diesel     0   74.3   1.6vauxhall    7
25655   Insignia   2019   15995Manual       19196Diesel   145   53.3     2vauxhall    4
25656   Insignia   2019   19494Manual       11936Diesel   145   49.6     2vauxhall    4
25657   Insignia   2016    7995Manual       50158Diesel     0   74.3   1.6vauxhall    7
25658   Insignia   2018   15395Manual        7849Petrol   145   47.1   1.5vauxhall    5
25659   Insignia   2011    4990Automatic   121000Diesel   200   45.6     2vauxhall   12
